Delta Time, Position, Velocity, Heading, 
20, 25.117727, 7.393372, 1.430662, 
20, 25.268160, 7.521656, 1.400295, 
20, 25.421339, 7.658979, 1.367139, 
20, 25.577436, 7.804825, 1.331020, 
20, 25.736596, 7.958012, 1.291786, 
20, 25.898925, 8.116474, 1.249324, 
20, 26.064467, 8.277064, 1.203585, 
20, 26.233175, 8.435399, 1.154606, 
20, 26.404892, 8.585846, 1.102532, 
20, 26.579326, 8.721710, 1.047642, 
20, 26.756040, 8.835715, 0.990358, 
20, 26.934455, 8.920763, 0.931239, 
20, 27.113873, 8.970895, 0.870962, 
20, 27.293518, 8.982240, 0.810282, 
20, 27.472592, 8.953694, 0.749974, 
20, 27.650334, 8.887118, 0.690775, 
20, 27.826074, 8.786997, 0.633337, 
20, 27.999267, 8.659654, 0.578186, 
20, 28.169513, 8.512278, 0.525707, 
20, 28.336553, 8.352015, 0.476145, 
20, 28.500259, 8.185274, 0.429619, 
20, 28.660606, 8.017345, 0.386144, 
20, 28.817651, 7.852266, 0.345656, 
20, 28.971509, 7.692888, 0.308035, 
20, 29.122330, 7.541044, 0.273126, 
20, 29.270285, 7.397753, 0.240754, 
20, 29.415553, 7.263428, 0.210732, 
20, 29.558314, 7.138052, 0.182880, 
20, 29.698741, 7.021322, 0.157019, 
20, 29.836996, 6.912759, 0.132980, 
20, 29.973232, 6.811786, 0.110608, 
20, 30.107587, 6.717784, 0.089757, 
20, 30.240190, 6.630130, 0.070295, 
20, 30.371154, 6.548219, 0.052102, 
20, 30.500584, 6.471480, 0.035068, 
20, 30.628572, 6.399383, 0.019095, 
20, 30.755200, 6.331438, 0.004093, 
20, 30.890082, 6.744064, 6.263711, 
20, 31.028871, 6.939458, 6.236038, 
20, 31.167727, 6.942804, 6.207914, 
20, 31.306557, 6.941531, 6.179422, 
20, 31.445261, 6.935198, 6.150654, 
20, 31.583730, 6.923435, 6.121709, 
20, 31.721849, 6.905955, 6.092690, 
20, 31.859501, 6.882568, 6.063705, 
20, 31.996565, 6.853196, 6.034865, 
20, 32.132922, 6.817872, 6.006277, 
20, 32.268457, 6.776744, 5.978049, 
20, 32.403058, 6.730060, 5.950281, 
20, 32.536621, 6.678164, 5.923068, 
20, 32.669051, 6.621477, 5.896495, 
20, 32.800260, 6.560473, 5.870640, 
20, 32.930174, 6.495669, 5.845568, 
20, 33.058726, 6.427596, 5.821338, 
20, 33.185861, 6.356787, 5.797993, 
20, 33.311537, 6.283760, 5.775571, 
20, 33.435717, 6.209005, 5.754096, 
20, 33.558376, 6.132973, 5.733586, 
20, 33.679498, 6.056072, 5.714051, 
20, 33.799071, 5.978663, 5.695492, 
20, 33.917092, 5.901059, 5.677905, 
20, 34.033562, 5.823523, 5.661282, 
20, 34.148488, 5.746275, 5.645608, 
20, 34.261878, 5.669492, 5.630867, 
